Inhibitor	Significant_up_deletions	Significant_down_deletions
1	Acetovanillone	YNR010W	YGL037C
2	Acetovanillone	YKL055C	YMR159C
3	Acetovanillone	YJL112W	YBR280C
4	Acetovanillone	YPR140W	YMR130W
5	Acetovanillone	YIL079C	YJR050W
6	Acetovanillone	YOR071C	YBR232C
7	Acetovanillone	YMR102C	YMR237W
8	Acetovanillone	YJL060W	YPR189W
9	Acetovanillone	YLR335W	YMR053C
10	Acetovanillone	YNL157W	YAL031C
11	Acetovanillone	YGL260W	YDR425W
12	Acetovanillone	YBL028C	YMR183C
13	Acetovanillone	YER120W	YNL072W
14	Acetovanillone	YPL108W	YOR304C-A
15	Acetovanillone	YOL124C	YDR281C
16	Acetovanillone	YOR165W	YML005W
17	Acetovanillone	YBR240C	YBR025C
18	Acetovanillone	YHR003C	YOR163W
19	Acetovanillone	YHR076W	YKL151C
20	Acetovanillone	YHR143W	YBR024W
21	Acetovanillone	YOR221C	YBR292C
22	Acetovanillone	YAL048C	YDR076W
23	Acetovanillone	YKL047W	YKR047W
24	Acetovanillone	YOR269W	YBL019W
25	Acetovanillone	YHR021C	YMR073C
26	Acetovanillone	YDR214W	YER131W
27	Acetovanillone	YNL318C	YBR218C
28	Acetovanillone	YMR317W	YBR058C
29	Acetovanillone	YBR075W	YDR142C
30	Acetovanillone	YPL089C	YGR068C
31	Acetovanillone	YML058C-A	YPR156C
32	Acetovanillone	YLR422W	YNL304W
33	Acetovanillone	YGR096W	YPL203W
34	Acetovanillone	YDR273W	YGL175C
35	Acetovanillone	YKL098W	YLR265C
36	Acetovanillone	YDR465C	YLL020C
37	Acetovanillone	YLR011W	NA
38	Acetovanillone	YKR012C	NA
39	Acetovanillone	YPL071C	NA
40	Acetovanillone	YFR024C	NA
41	Acetovanillone	YGL231C	NA
42	Acetovanillone	YDR116C	NA
43	Acetovanillone	YDR314C	NA
44	Acetovanillone	YJR108W	NA
45	Acetovanillone	YDR122W	NA
46	Acetovanillone	YKR095W	NA
47	Acetovanillone	YGR085C	NA
48	Acetovanillone	YMR181C	NA
49	Acetovanillone	YIR007W	NA
50	Acetovanillone	YJL094C	NA
51	Acetovanillone	YGL027C	NA
52	Acetovanillone	YIL162W	NA
53	Acetovanillone	YDR139C	NA
54	Acetovanillone	YAL058C-A	NA
55	Acetovanillone	YNR015W	NA
56	Acetovanillone	YHL032C	NA
57	Acetovanillone	YNL056W	NA
58	Acetovanillone	YLR455W	NA
59	Acetovanillone	YGR208W	NA
60	Acetovanillone	YNR065C	NA
61	Acetovanillone	YJL108C	NA
62	Acetovanillone	YIL112W	NA
63	Acetovanillone	YER066C-A	NA
64	Acetovanillone	YOL035C	NA
65	Acetovanillone	YHR129C	NA
66	Acetovanillone	YEL006W	NA
67	Acetovanillone	YDL056W	NA
68	Acetovanillone	YOR367W	NA
69	Acetovanillone	YBR162W-A	NA
70	Acetovanillone	YPL039W	NA
71	Acetovanillone	YOL081W	NA
72	Acetovanillone	YKR058W	NA
73	Acetovanillone	YKR014C	NA
74	Acetovanillone	YIL101C	NA
75	Acetovanillone	YNR048W	NA
76	Acetovanillone	YPR129W	NA
77	Acetovanillone	YER184C	NA
78	Acetovanillone	YFR017C	NA
79	Acetovanillone	YKL139W	NA
80	Acetovanillone	YDR102C	NA
81	Acetovanillone	YHR092C	NA
82	Acetovanillone	YFL012W	NA
83	Acetovanillone	YHR049C-A	NA
84	Acetovanillone	YNL175C	NA
85	Acetovanillone	YBR285W	NA
86	Acetovanillone	YLR312C	NA
87	Acetovanillone	YDR024W	NA
88	Acetovanillone	YDL243C	NA
89	Acetovanillone	YMR311C	NA
