Inhibitor	Significant_up_deletions	Significant_down_deletions
1	EtOH	YGL063W	YML022W
2	EtOH	YKL020C	YOR209C
3	EtOH	YLR099C	YGL248W
4	EtOH	YMR162C	YNL320W
5	EtOH	YPL111W	YGR079W
6	EtOH	YER024W	YOL036W
7	EtOH	YLR085C	YML063W
8	EtOH	YDL130W	YDL089W
9	EtOH	YDR359C	YLR297W
10	EtOH	YNL142W	YDR505C
11	EtOH	YLR436C	YMR195W
12	EtOH	YBL052C	YDR516C
13	EtOH	YJL198W	YGR221C
14	EtOH	YOR220W	YGR096W
15	EtOH	YJR030C	YFL041W
16	EtOH	YIL064W	YPL259C
17	EtOH	YBL003C	YHR200W
18	EtOH	YOR114W	YPL038W
19	EtOH	YNL116W	YJL065C
20	EtOH	YCR048W	YLR324W
21	EtOH	YML018C	YLR454W
22	EtOH	YGL015C	YDR451C
23	EtOH	YGR106C	YAL005C
24	EtOH	YLL054C	YLR064W
25	EtOH	YGR228W	YLR335W
26	EtOH	YNL028W	YAR040C
27	EtOH	YER097W	YDR535C
28	EtOH	YOR271C	YDR388W
29	EtOH	YJL060W	YNL333W
30	EtOH	YER152C	YDR067C
31	EtOH	YBR166C	YOR382W
32	EtOH	YER132C	YAR031W
33	EtOH	YJR110W	YMR067C
34	EtOH	YHR004C	YOR208W
35	EtOH	YPR188C	YPL026C
36	EtOH	YDR281C	YJL160C
37	EtOH	YLR405W	YMR016C
38	EtOH	YCL006C	YDR541C
39	EtOH	YJL037W	YMR058W
40	EtOH	YBR147W	YBR141C
41	EtOH	YEL005C	YJL101C
42	EtOH	YGL101W	YLR150W
43	EtOH	YOL030W	YDR360W
44	EtOH	YOR091W	YAL026C
45	EtOH	YMR222C	YJR135C
46	EtOH	YMR158C-B	YHR017W
47	EtOH	YMR176W	YGL060W
48	EtOH	YKL098W	YHL039W
49	EtOH	YJL153C	YLR280C
50	EtOH	YDR383C	YMR241W
51	EtOH	YHR158C	YPR195C
52	EtOH	YLR227C	YDR132C
53	EtOH	YOR269W	NA
54	EtOH	YOR028C	NA
55	EtOH	YCR068W	NA
56	EtOH	YGL175C	NA
57	EtOH	YBR084C-A	NA
58	EtOH	YIL111W	NA
59	EtOH	YJL049W	NA
60	EtOH	YML009C	NA
61	EtOH	YGR205W	NA
62	EtOH	YDR272W	NA
63	EtOH	YLL015W	NA
64	EtOH	YML012W	NA
65	EtOH	YOR076C	NA
66	EtOH	YER121W	NA
67	EtOH	YHR138C	NA
68	EtOH	YBR105C	NA
69	EtOH	YPR160W	NA
70	EtOH	YMR174C	NA
71	EtOH	YLR392C	NA
72	EtOH	YLR173W	NA
73	EtOH	YGL090W	NA
74	EtOH	YCL049C	NA
75	EtOH	YAR029W	NA
76	EtOH	YNL201C	NA
