Inhibitor	Significant_up_deletions	Significant_down_deletions
1	VanillicAcid	YOR231W	YDR220C
2	VanillicAcid	YKL215C	YJR100C
3	VanillicAcid	YDL114W	YEL038W
4	VanillicAcid	YOR005C	YDR289C
5	VanillicAcid	YIL039W	YPL001W
6	VanillicAcid	YOL007C	YER139C
7	VanillicAcid	YNL081C	YEL056W
8	VanillicAcid	YEL017W	YNR063W
9	VanillicAcid	YDR421W	YMR230W
10	VanillicAcid	YNL153C	YDR207C
11	VanillicAcid	YBR218C	YDL006W
12	VanillicAcid	YMR145C	YGL241W
13	VanillicAcid	YMR244W	YDL083C
14	VanillicAcid	YPL105C	YDR307W
15	VanillicAcid	YOR025W	YOR363C
16	VanillicAcid	YDR209C	YMR310C
17	VanillicAcid	YGL132W	YOR124C
18	VanillicAcid	YER140W	YFR026C
19	VanillicAcid	YLR187W	YGR015C
20	VanillicAcid	YBR130C	YPR140W
21	VanillicAcid	YHL012W	YGR044C
22	VanillicAcid	YMR170C	YJL016W
23	VanillicAcid	YMR205C	YNL237W
24	VanillicAcid	YGR078C	YML022W
25	VanillicAcid	YGL177W	YNL120C
26	VanillicAcid	YJL043W	YLR325C
27	VanillicAcid	YER182W	YMR181C
28	VanillicAcid	YHR178W	YIL037C
29	VanillicAcid	YMR130W	YOR153W
30	VanillicAcid	YML038C	YNL316C
31	VanillicAcid	YNL327W	YBL102W
32	VanillicAcid	YNL206C	YKR105C
33	VanillicAcid	YJL212C	YMR316C-B
34	VanillicAcid	YPL150W	YML063W
35	VanillicAcid	YFR012W	YJL142C
36	VanillicAcid	YDR085C	YNR071C
37	VanillicAcid	YDR528W	YDR100W
38	VanillicAcid	YKL062W	YDR516C
39	VanillicAcid	YDR329C	YJL213W
40	VanillicAcid	YKR051W	YKR036C
41	VanillicAcid	YIL006W	YIL028W
42	VanillicAcid	YOR107W	YGL160W
43	VanillicAcid	YGL087C	YIL067C
44	VanillicAcid	YLR454W	YJR148W
45	VanillicAcid	NA	YFL001W
46	VanillicAcid	NA	YNR032C-A
47	VanillicAcid	NA	YHR078W
48	VanillicAcid	NA	YPR199C
49	VanillicAcid	NA	YML119W
50	VanillicAcid	NA	YAR002W
51	VanillicAcid	NA	YIL112W
52	VanillicAcid	NA	YMR067C
53	VanillicAcid	NA	YOR298W
54	VanillicAcid	NA	YJR126C
55	VanillicAcid	NA	YIL159W
56	VanillicAcid	NA	YDR206W
57	VanillicAcid	NA	YLR371W
58	VanillicAcid	NA	YGR129W
59	VanillicAcid	NA	YBR030W
60	VanillicAcid	NA	YBR200W
61	VanillicAcid	NA	YDL210W
62	VanillicAcid	NA	YGR068C
63	VanillicAcid	NA	YDR252W
64	VanillicAcid	NA	YLR367W
65	VanillicAcid	NA	YDR492W
66	VanillicAcid	NA	YML113W
67	VanillicAcid	NA	YLR324W
68	VanillicAcid	NA	YKL201C
69	VanillicAcid	NA	YNL297C
70	VanillicAcid	NA	YMR306W
71	VanillicAcid	NA	YAR031W
72	VanillicAcid	NA	YPL225W
73	VanillicAcid	NA	YMR316C-A
74	VanillicAcid	NA	YGR209C
75	VanillicAcid	NA	YDR139C
76	VanillicAcid	NA	YHR039C
77	VanillicAcid	NA	YBR014C
78	VanillicAcid	NA	YGR086C
79	VanillicAcid	NA	YHR138C
80	VanillicAcid	NA	YDR244W
81	VanillicAcid	NA	YBR072W
82	VanillicAcid	NA	YMR193C-A
83	VanillicAcid	NA	YJL186W
84	VanillicAcid	NA	YGL108C
85	VanillicAcid	NA	YCL014W
86	VanillicAcid	NA	YLR094C
87	VanillicAcid	NA	YPR109W
88	VanillicAcid	NA	YBR231C
89	VanillicAcid	NA	YJL153C
90	VanillicAcid	NA	YKL075C
91	VanillicAcid	NA	YPL152W
92	VanillicAcid	NA	YKL191W
93	VanillicAcid	NA	YNL259C
94	VanillicAcid	NA	YLR080W
95	VanillicAcid	NA	YPL203W
96	VanillicAcid	NA	YGL059W
97	VanillicAcid	NA	YGR143W
98	VanillicAcid	NA	YOR030W
99	VanillicAcid	NA	YKL214C
100	VanillicAcid	NA	YGR188C
101	VanillicAcid	NA	YPL197C
102	VanillicAcid	NA	YML033W
103	VanillicAcid	NA	YOR365C
