Inhibitor	Significant_up_deletions	Significant_down_deletions
1	AzelaicAcid	YLR217W	YHR034C
2	AzelaicAcid	YML002W	YBR209W
3	AzelaicAcid	YBR095C	YLR326W
4	AzelaicAcid	YKL123W	YOL163W
5	AzelaicAcid	YNR009W	YGR207C
6	AzelaicAcid	YDL236W	YJR133W
7	AzelaicAcid	YDR257C	YJR128W
8	AzelaicAcid	YPL090C	YDR263C
9	AzelaicAcid	YOR298W	YDL186W
10	AzelaicAcid	YBR052C	YBL087C
11	AzelaicAcid	YMR039C	YGL056C
12	AzelaicAcid	YLR360W	YER163C
13	AzelaicAcid	YMR088C	YPL071C
14	AzelaicAcid	YPL214C	YER042W
15	AzelaicAcid	YKL109W	YOL081W
16	AzelaicAcid	YOR152C	YHR153C
17	AzelaicAcid	YDL219W	YDR063W
18	AzelaicAcid	YNL065W	YHR045W
19	AzelaicAcid	YOR325W	YJR020W
20	AzelaicAcid	YHL003C	YKL061W
21	AzelaicAcid	YEL004W	YAR029W
22	AzelaicAcid	YKL023W	YJL210W
23	AzelaicAcid	YDR022C	YIL120W
24	AzelaicAcid	YCR086W	YIL086C
25	AzelaicAcid	YOR221C	YBR005W
26	AzelaicAcid	YGR276C	YLR286C
27	AzelaicAcid	YLR210W	YOR371C
28	AzelaicAcid	YPL184C	YJR094W-A
29	AzelaicAcid	YPL064C	YOR071C
30	AzelaicAcid	YBR162C	YIL162W
31	AzelaicAcid	YLR046C	YMR215W
32	AzelaicAcid	YOR017W	YOR302W
33	AzelaicAcid	YCR048W	YJR110W
34	AzelaicAcid	YDR011W	YHR095W
35	AzelaicAcid	YPL181W	YLR053C
36	AzelaicAcid	YLR390W	YOL137W
37	AzelaicAcid	YDL201W	YMR057C
38	AzelaicAcid	YOR118W	YOL151W
39	AzelaicAcid	YLL048C	YDR515W
40	AzelaicAcid	YOR023C	YGL249W
41	AzelaicAcid	YMR103C	YJL124C
42	AzelaicAcid	YKL094W	YIL037C
43	AzelaicAcid	NA	YDR111C
44	AzelaicAcid	NA	YMR022W
45	AzelaicAcid	NA	YKL038W
46	AzelaicAcid	NA	YBL104C
47	AzelaicAcid	NA	YIL096C
48	AzelaicAcid	NA	YFR016C
49	AzelaicAcid	NA	YBR106W
50	AzelaicAcid	NA	YLR064W
51	AzelaicAcid	NA	YMR119W-A
52	AzelaicAcid	NA	YDL083C
53	AzelaicAcid	NA	YEL061C
54	AzelaicAcid	NA	YGL117W
55	AzelaicAcid	NA	YMR319C
56	AzelaicAcid	NA	YDR516C
57	AzelaicAcid	NA	YDR359C
58	AzelaicAcid	NA	YLL057C
59	AzelaicAcid	NA	YOL062C
60	AzelaicAcid	NA	YDR389W
61	AzelaicAcid	NA	YBR041W
62	AzelaicAcid	NA	YDL020C
63	AzelaicAcid	NA	YGL195W
64	AzelaicAcid	NA	YGR188C
65	AzelaicAcid	NA	YJL199C
66	AzelaicAcid	NA	YKL030W
67	AzelaicAcid	NA	YHR151C
68	AzelaicAcid	NA	YJR058C
69	AzelaicAcid	NA	YKR039W
70	AzelaicAcid	NA	YMR173W-A
71	AzelaicAcid	NA	YPL191C
72	AzelaicAcid	NA	YBL039C
73	AzelaicAcid	NA	YMR303C
74	AzelaicAcid	NA	YLR350W
75	AzelaicAcid	NA	YEL038W
76	AzelaicAcid	NA	YNL013C
77	AzelaicAcid	NA	YDL171C
78	AzelaicAcid	NA	YGL144C
79	AzelaicAcid	NA	YGL205W
80	AzelaicAcid	NA	YPL003W
81	AzelaicAcid	NA	YOR182C
82	AzelaicAcid	NA	YJL098W
83	AzelaicAcid	NA	YAR030C
84	AzelaicAcid	NA	YCL055W
85	AzelaicAcid	NA	YCR032W
86	AzelaicAcid	NA	YMR306C-A
87	AzelaicAcid	NA	YMR058W
88	AzelaicAcid	NA	YLR446W
89	AzelaicAcid	NA	YJL060W
90	AzelaicAcid	NA	YKL068W
91	AzelaicAcid	NA	YBR296C
92	AzelaicAcid	NA	YOR123C
93	AzelaicAcid	NA	YPL258C
94	AzelaicAcid	NA	YLR319C
95	AzelaicAcid	NA	YGR241C
96	AzelaicAcid	NA	YMR008C
97	AzelaicAcid	NA	YER149C
98	AzelaicAcid	NA	YLR268W
99	AzelaicAcid	NA	YMR052C-A
100	AzelaicAcid	NA	YDR174W
101	AzelaicAcid	NA	YCL022C
102	AzelaicAcid	NA	YJL065C
103	AzelaicAcid	NA	YOR018W
104	AzelaicAcid	NA	YMR221C
105	AzelaicAcid	NA	YKR003W
106	AzelaicAcid	NA	YOR247W
107	AzelaicAcid	NA	YML129C
108	AzelaicAcid	NA	YOR343C
