Inhibitor	Significant_up_deletions	Significant_down_deletions
1	24Dimethylimidazole	YPL220W	YDR049W
2	24Dimethylimidazole	YBR177C	YBR072W
3	24Dimethylimidazole	YLR098C	YLR177W
4	24Dimethylimidazole	YNR048W	YLR182W
5	24Dimethylimidazole	YLR335W	YLR350W
6	24Dimethylimidazole	YDL050C	YGR100W
7	24Dimethylimidazole	YDL079C	YGL237C
8	24Dimethylimidazole	YDR109C	YHR110W
9	24Dimethylimidazole	YGR203W	YGL194C
10	24Dimethylimidazole	YHR078W	YDR458C
11	24Dimethylimidazole	YGR129W	YNL195C
12	24Dimethylimidazole	YOL047C	YDR502C
13	24Dimethylimidazole	YJL146W	YGR109C
14	24Dimethylimidazole	YBR078W	YDR385W
15	24Dimethylimidazole	YGR194C	YGL105W
16	24Dimethylimidazole	YEL006W	YNL089C
17	24Dimethylimidazole	YDR272W	YNR021W
18	24Dimethylimidazole	YBL106C	YOR371C
19	24Dimethylimidazole	YDR388W	YGR049W
20	24Dimethylimidazole	YDR134C	YGR053C
21	24Dimethylimidazole	YOL064C	YOR106W
22	24Dimethylimidazole	YOR179C	YMR052C-A
23	24Dimethylimidazole	YDR281C	YEL039C
24	24Dimethylimidazole	YBR297W	YPL198W
25	24Dimethylimidazole	YPL041C	YOR243C
26	24Dimethylimidazole	YGR097W	YNR075W
27	24Dimethylimidazole	YCR007C	YAL054C
28	24Dimethylimidazole	YPR091C	YPL258C
29	24Dimethylimidazole	YLR143W	YCR082W
30	24Dimethylimidazole	YHR113W	YMR187C
31	24Dimethylimidazole	YKL163W	YPL034W
32	24Dimethylimidazole	YNL040W	YJL144W
33	24Dimethylimidazole	YLR097C	YEL033W
34	24Dimethylimidazole	YPL206C	YHL008C
35	24Dimethylimidazole	NA	YDR465C
36	24Dimethylimidazole	NA	YPR119W
37	24Dimethylimidazole	NA	YKR057W
38	24Dimethylimidazole	NA	YCR065W
39	24Dimethylimidazole	NA	YDL137W
40	24Dimethylimidazole	NA	YDR006C
41	24Dimethylimidazole	NA	YDL229W
42	24Dimethylimidazole	NA	YOR104W
43	24Dimethylimidazole	NA	YKR056W
44	24Dimethylimidazole	NA	YBR172C
45	24Dimethylimidazole	NA	YML018C
46	24Dimethylimidazole	NA	YLL014W
47	24Dimethylimidazole	NA	YNL268W
48	24Dimethylimidazole	NA	YML035C
49	24Dimethylimidazole	NA	YGR243W
50	24Dimethylimidazole	NA	YCR011C
51	24Dimethylimidazole	NA	YOL147C
52	24Dimethylimidazole	NA	YBR084W
53	24Dimethylimidazole	NA	YGR169C
54	24Dimethylimidazole	NA	YOR069W
55	24Dimethylimidazole	NA	YIL153W
56	24Dimethylimidazole	NA	YLR057W
57	24Dimethylimidazole	NA	YNL236W
58	24Dimethylimidazole	NA	YLR114C
59	24Dimethylimidazole	NA	YNL134C
60	24Dimethylimidazole	NA	YLR211C
61	24Dimethylimidazole	NA	YBR223C
62	24Dimethylimidazole	NA	YMR322C
63	24Dimethylimidazole	NA	YHR123W
64	24Dimethylimidazole	NA	YMR190C
65	24Dimethylimidazole	NA	YGL242C
66	24Dimethylimidazole	NA	YJL134W
67	24Dimethylimidazole	NA	YDL189W
68	24Dimethylimidazole	NA	YGR121C
69	24Dimethylimidazole	NA	YML042W
70	24Dimethylimidazole	NA	YML021C
71	24Dimethylimidazole	NA	YHR121W
72	24Dimethylimidazole	NA	YMR054W
73	24Dimethylimidazole	NA	YOR235W
74	24Dimethylimidazole	NA	YBR036C
75	24Dimethylimidazole	NA	YDR101C
76	24Dimethylimidazole	NA	YPL248C
77	24Dimethylimidazole	NA	YOL158C
78	24Dimethylimidazole	NA	YKL007W
79	24Dimethylimidazole	NA	YIL088C
80	24Dimethylimidazole	NA	YLR400W
81	24Dimethylimidazole	NA	YOL109W
82	24Dimethylimidazole	NA	YDR333C
83	24Dimethylimidazole	NA	YOR347C
84	24Dimethylimidazole	NA	YGL114W
85	24Dimethylimidazole	NA	YCR006C
86	24Dimethylimidazole	NA	YJR010W
87	24Dimethylimidazole	NA	YDR005C
88	24Dimethylimidazole	NA	YIR035C
89	24Dimethylimidazole	NA	YMR312W
90	24Dimethylimidazole	NA	YGL253W
91	24Dimethylimidazole	NA	YDR368W
92	24Dimethylimidazole	NA	YGR202C
93	24Dimethylimidazole	NA	YLL054C
94	24Dimethylimidazole	NA	YMR105C
95	24Dimethylimidazole	NA	YBL028C
96	24Dimethylimidazole	NA	YGL141W
97	24Dimethylimidazole	NA	YJR073C
98	24Dimethylimidazole	NA	YBL082C
99	24Dimethylimidazole	NA	YJL013C
100	24Dimethylimidazole	NA	YPL167C
101	24Dimethylimidazole	NA	YGL078C
102	24Dimethylimidazole	NA	YPL213W
103	24Dimethylimidazole	NA	YMR157C
