Inhibitor	Significant_up_deletions	Significant_down_deletions
1	NAO	YAR028W	YGR197C
2	NAO	YOR324C	YBL063W
3	NAO	YOR153W	YCL063W
4	NAO	YNL086W	YOL062C
5	NAO	YBR047W	YHR182W
6	NAO	YOR297C	YAL036C
7	NAO	YOL117W	YHR130C
8	NAO	YPR004C	YER163C
9	NAO	YJL047C	YHL026C
10	NAO	YCR031C	YCL061C
11	NAO	YLR063W	YDL174C
12	NAO	YGR117C	YOL108C
13	NAO	YIR037W	YGL089C
14	NAO	YPL123C	YDL211C
15	NAO	YOR152C	YAL019W
16	NAO	YBR057C	YBR280C
17	NAO	YNL099C	YAL028W
18	NAO	YGL181W	YKL150W
19	NAO	YJR109C	YBR086C
20	NAO	YPL018W	YNL001W
21	NAO	YOL153C	YOR125C
22	NAO	YEL023C	YLL032C
23	NAO	YDR124W	YGR289C
24	NAO	YOR099W	YGR152C
25	NAO	YCR087C-A	YOL087C
26	NAO	YLR435W	NA
27	NAO	YDL144C	NA
28	NAO	YLL056C	NA
29	NAO	YBL104C	NA
30	NAO	YPL181W	NA
31	NAO	YDR035W	NA
32	NAO	YBR157C	NA
33	NAO	YPL001W	NA
34	NAO	YPL260W	NA
35	NAO	YDR128W	NA
36	NAO	YGR121C	NA
37	NAO	YLL052C	NA
38	NAO	YKL191W	NA
39	NAO	YHR136C	NA
40	NAO	YOR014W	NA
41	NAO	YLR084C	NA
42	NAO	YEL011W	NA
43	NAO	YGR028W	NA
44	NAO	YCR059C	NA
45	NAO	YDR206W	NA
46	NAO	YHL022C	NA
47	NAO	YCR092C	NA
48	NAO	YER007C-A	NA
49	NAO	YDR334W	NA
50	NAO	YHR017W	NA
51	NAO	YNR001C	NA
52	NAO	YOL103W	NA
53	NAO	YGR288W	NA
54	NAO	YBR118W	NA
55	NAO	YDR072C	NA
56	NAO	YBR043C	NA
57	NAO	YDL241W	NA
58	NAO	YMR205C	NA
59	NAO	YHL020C	NA
60	NAO	YBR226C	NA
61	NAO	YCR086W	NA
62	NAO	YFL054C	NA
63	NAO	YER019C-A	NA
64	NAO	YDL048C	NA
65	NAO	YGR033C	NA
66	NAO	YDR359C	NA
67	NAO	YML063W	NA
68	NAO	YBL054W	NA
69	NAO	YOR215C	NA
70	NAO	YJR038C	NA
71	NAO	YJR129C	NA
72	NAO	YDL215C	NA
73	NAO	YKR030W	NA
74	NAO	YDR428C	NA
75	NAO	YNL031C	NA
76	NAO	YML068W	NA
77	NAO	YHR116W	NA
78	NAO	YLR398C	NA
79	NAO	YML057W	NA
80	NAO	YOR376W	NA
81	NAO	YER054C	NA
82	NAO	YJR137C	NA
83	NAO	YJL068C	NA
84	NAO	YKR100C	NA
85	NAO	YDR501W	NA
86	NAO	YJL042W	NA
87	NAO	YNR021W	NA
88	NAO	YFL046W	NA
89	NAO	YDR109C	NA
90	NAO	YOR252W	NA
91	NAO	YJL211C	NA
92	NAO	YFL050C	NA
93	NAO	YOL159C	NA
94	NAO	YHR033W	NA
95	NAO	YIL158W	NA
96	NAO	YDR335W	NA
97	NAO	YKL190W	NA
98	NAO	YAL058C-A	NA
99	NAO	YOL001W	NA
100	NAO	YHL005C	NA
101	NAO	YML042W	NA
102	NAO	YIL105C	NA
103	NAO	YOR371C	NA
104	NAO	YGR244C	NA
105	NAO	YDL100C	NA
106	NAO	YGR078C	NA
107	NAO	YKL048C	NA
108	NAO	YBR285W	NA
109	NAO	YEL001C	NA
110	NAO	YFL043C	NA
111	NAO	YNL305C	NA
112	NAO	YDR493W	NA
113	NAO	YCR015C	NA
114	NAO	YCL076W	NA
115	NAO	YBR148W	NA
116	NAO	YKR076W	NA
117	NAO	YOR267C	NA
118	NAO	YOL007C	NA
119	NAO	YDR431W	NA
120	NAO	YIL015C-A	NA
121	NAO	YNL127W	NA
122	NAO	YBR264C	NA
123	NAO	YER114C	NA
124	NAO	YNL096C	NA
125	NAO	YGR142W	NA
126	NAO	YNR013C	NA
127	NAO	YDR403W	NA
128	NAO	YLL041C	NA
129	NAO	YGR058W	NA
130	NAO	YDR076W	NA
131	NAO	YIL107C	NA
132	NAO	YML028W	NA
133	NAO	YDR181C	NA
134	NAO	YGL177W	NA
135	NAO	YFL019C	NA
136	NAO	YBR138C	NA
137	NAO	YMR326C	NA
138	NAO	YJR047C	NA
139	NAO	YNR049C	NA
140	NAO	YHR044C	NA
141	NAO	YEL003W	NA
142	NAO	YMR234W	NA
143	NAO	YGR014W	NA
144	NAO	YLR225C	NA
145	NAO	YDR090C	NA
146	NAO	YIL136W	NA
147	NAO	YMR087W	NA
148	NAO	YGL146C	NA
149	NAO	YBR056W	NA
150	NAO	YDR517W	NA
151	NAO	YJL155C	NA
152	NAO	YLL017W	NA
153	NAO	YDL052C	NA
154	NAO	YNL171C	NA
155	NAO	YCL010C	NA
156	NAO	YJR060W	NA
157	NAO	YNL027W	NA
158	NAO	YMR307W	NA
159	NAO	YNL281W	NA
160	NAO	YPL057C	NA
